EPOCH 1 - loss: 0.4707, accuracy: 0.9583 
EPOCH 2 - loss: 0.3376, accuracy: 0.9583 
EPOCH 3 - loss: 0.2601, accuracy: 0.9583 
EPOCH 4 - loss: 0.2452, accuracy: 0.9583 
EPOCH 5 - loss: 0.2489, accuracy: 0.9583 
EPOCH 6 - loss: 0.2467, accuracy: 0.9583 
EPOCH 7 - loss: 0.2343, accuracy: 0.9583 
EPOCH 8 - loss: 0.217, accuracy: 0.9583 
EPOCH 9 - loss: 0.2059, accuracy: 0.9583 
EPOCH 10 - loss: 0.2011, accuracy: 0.9583 
EPOCH 11 - loss: 0.1995, accuracy: 0.9583 
EPOCH 12 - loss: 0.1955, accuracy: 0.9583 
EPOCH 13 - loss: 0.1909, accuracy: 0.9583 
EPOCH 14 - loss: 0.1861, accuracy: 0.9583 
EPOCH 15 - loss: 0.1822, accuracy: 0.9583 
EPOCH 16 - loss: 0.1791, accuracy: 0.9583 
EPOCH 17 - loss: 0.1771, accuracy: 0.9583 
EPOCH 18 - loss: 0.1749, accuracy: 0.9583 
EPOCH 19 - loss: 0.173, accuracy: 0.9583 
EPOCH 20 - loss: 0.1698, accuracy: 0.9583 
EPOCH 21 - loss: 0.1685, accuracy: 0.9583 
EPOCH 22 - loss: 0.1676, accuracy: 0.9583 
EPOCH 23 - loss: 0.166, accuracy: 0.9583 
EPOCH 24 - loss: 0.164, accuracy: 0.9583 
EPOCH 25 - loss: 0.162, accuracy: 0.9583 
EPOCH 26 - loss: 0.1603, accuracy: 0.9583 
EPOCH 27 - loss: 0.159, accuracy: 0.9583 
EPOCH 28 - loss: 0.1574, accuracy: 0.9583 
EPOCH 29 - loss: 0.156, accuracy: 0.9583 
EPOCH 30 - loss: 0.1547, accuracy: 0.9583 
EPOCH 31 - loss: 0.1533, accuracy: 0.9583 
EPOCH 32 - loss: 0.152, accuracy: 0.9583 
EPOCH 33 - loss: 0.1518, accuracy: 0.9583 
EPOCH 34 - loss: 0.1492, accuracy: 0.9583 
EPOCH 35 - loss: 0.1486, accuracy: 0.9583 
EPOCH 36 - loss: 0.1471, accuracy: 0.9583 
EPOCH 37 - loss: 0.146, accuracy: 0.9583 
EPOCH 38 - loss: 0.1449, accuracy: 0.9583 
EPOCH 39 - loss: 0.1436, accuracy: 0.9583 
EPOCH 40 - loss: 0.1421, accuracy: 0.9583 
EPOCH 41 - loss: 0.1409, accuracy: 0.9583 
EPOCH 42 - loss: 0.1419, accuracy: 0.9583 
EPOCH 43 - loss: 0.1389, accuracy: 0.9583 
EPOCH 44 - loss: 0.1394, accuracy: 0.9583 
EPOCH 45 - loss: 0.1384, accuracy: 0.9583 
EPOCH 46 - loss: 0.1356, accuracy: 0.9583 
EPOCH 47 - loss: 0.1346, accuracy: 0.9583 
EPOCH 48 - loss: 0.133, accuracy: 0.9583 
EPOCH 49 - loss: 0.1323, accuracy: 0.9583 
EPOCH 50 - loss: 0.1311, accuracy: 0.9583 
EPOCH 51 - loss: 0.13, accuracy: 0.9583 
EPOCH 52 - loss: 0.1289, accuracy: 0.9583 
EPOCH 53 - loss: 0.1276, accuracy: 0.9583 
EPOCH 54 - loss: 0.1264, accuracy: 0.9583 
EPOCH 55 - loss: 0.1259, accuracy: 0.9583 
EPOCH 56 - loss: 0.1292, accuracy: 0.9583 
EPOCH 57 - loss: 0.1262, accuracy: 0.9583 
EPOCH 58 - loss: 0.1291, accuracy: 0.9583 
EPOCH 59 - loss: 0.1236, accuracy: 0.9583 
EPOCH 60 - loss: 0.1269, accuracy: 0.9583 
EPOCH 61 - loss: 0.1285, accuracy: 0.9583 
EPOCH 62 - loss: 0.128, accuracy: 0.9583 
EPOCH 63 - loss: 0.1235, accuracy: 0.9583 
EPOCH 64 - loss: 0.123, accuracy: 0.9583 
EPOCH 65 - loss: 0.123, accuracy: 0.9583 
EPOCH 66 - loss: 0.1188, accuracy: 0.9583 
EPOCH 67 - loss: 0.124, accuracy: 0.9583 
EPOCH 68 - loss: 0.1203, accuracy: 0.9583 
EPOCH 69 - loss: 0.1203, accuracy: 0.9583 
EPOCH 70 - loss: 0.1187, accuracy: 0.9583 
EPOCH 71 - loss: 0.1191, accuracy: 0.9583 
EPOCH 72 - loss: 0.119, accuracy: 0.9583 
EPOCH 73 - loss: 0.1178, accuracy: 0.9583 
EPOCH 74 - loss: 0.1198, accuracy: 0.9583 
EPOCH 75 - loss: 0.119, accuracy: 0.9583 
EPOCH 76 - loss: 0.1168, accuracy: 0.9583 
EPOCH 77 - loss: 0.116, accuracy: 0.9583 
EPOCH 78 - loss: 0.1133, accuracy: 0.9583 
EPOCH 79 - loss: 0.118, accuracy: 0.9583 
EPOCH 80 - loss: 0.1178, accuracy: 0.9583 
EPOCH 81 - loss: 0.1141, accuracy: 0.9583 
EPOCH 82 - loss: 0.1141, accuracy: 0.9583 
EPOCH 83 - loss: 0.1147, accuracy: 0.9583 
EPOCH 84 - loss: 0.1113, accuracy: 0.9583 
EPOCH 85 - loss: 0.1146, accuracy: 0.9583 
EPOCH 86 - loss: 0.113, accuracy: 0.9583 
EPOCH 87 - loss: 0.1206, accuracy: 0.9583 
EPOCH 88 - loss: 0.1145, accuracy: 0.9583 
EPOCH 89 - loss: 0.1135, accuracy: 0.9583 
EPOCH 90 - loss: 0.1089, accuracy: 0.9583 
EPOCH 91 - loss: 0.1092, accuracy: 0.9583 
EPOCH 92 - loss: 0.108, accuracy: 0.9583 
EPOCH 93 - loss: 0.1058, accuracy: 0.9583 
EPOCH 94 - loss: 0.1052, accuracy: 0.9583 
EPOCH 95 - loss: 0.1051, accuracy: 0.9583 
EPOCH 96 - loss: 0.1025, accuracy: 0.9583 
EPOCH 97 - loss: 0.1037, accuracy: 0.9583 
EPOCH 98 - loss: 0.1013, accuracy: 0.9583 
EPOCH 99 - loss: 0.1031, accuracy: 0.9583 
EPOCH 100 - loss: 0.1016, accuracy: 0.9583 
EPOCH 101 - loss: 0.1002, accuracy: 0.9583 
EPOCH 102 - loss: 0.0991, accuracy: 0.9583 
EPOCH 103 - loss: 0.1001, accuracy: 0.9583 
EPOCH 104 - loss: 0.0987, accuracy: 0.9583 
EPOCH 105 - loss: 0.1012, accuracy: 0.9583 
EPOCH 106 - loss: 0.0968, accuracy: 0.9583 
EPOCH 107 - loss: 0.0964, accuracy: 0.9583 
EPOCH 108 - loss: 0.0961, accuracy: 0.9583 
EPOCH 109 - loss: 0.0955, accuracy: 0.9583 
EPOCH 110 - loss: 0.0989, accuracy: 0.9583 
EPOCH 111 - loss: 0.1078, accuracy: 0.9583 
EPOCH 112 - loss: 0.1026, accuracy: 0.9583 
EPOCH 113 - loss: 0.1044, accuracy: 0.9583 
EPOCH 114 - loss: 0.1004, accuracy: 0.9583 
EPOCH 115 - loss: 0.1162, accuracy: 0.9583 
EPOCH 116 - loss: 0.1176, accuracy: 0.9583 
EPOCH 117 - loss: 0.1143, accuracy: 0.9583 
EPOCH 118 - loss: 0.1079, accuracy: 0.9583 
EPOCH 119 - loss: 0.0997, accuracy: 0.9583 
EPOCH 120 - loss: 0.0944, accuracy: 0.9583 
EPOCH 121 - loss: 0.0965, accuracy: 0.9583 
EPOCH 122 - loss: 0.0977, accuracy: 0.9583 
EPOCH 123 - loss: 0.0886, accuracy: 0.9583 
EPOCH 124 - loss: 0.0901, accuracy: 0.9583 
EPOCH 125 - loss: 0.093, accuracy: 0.9583 
EPOCH 126 - loss: 0.0907, accuracy: 0.9583 
EPOCH 127 - loss: 0.0921, accuracy: 0.9583 
EPOCH 128 - loss: 0.0891, accuracy: 0.9583 
EPOCH 129 - loss: 0.096, accuracy: 0.9583 
EPOCH 130 - loss: 0.0857, accuracy: 0.9583 
EPOCH 131 - loss: 0.0959, accuracy: 0.9583 
EPOCH 132 - loss: 0.0972, accuracy: 0.9583 
EPOCH 133 - loss: 0.1003, accuracy: 0.9583 
EPOCH 134 - loss: 0.0887, accuracy: 0.9583 
EPOCH 135 - loss: 0.0889, accuracy: 0.9583 
EPOCH 136 - loss: 0.0843, accuracy: 0.9583 
EPOCH 137 - loss: 0.082, accuracy: 0.9583 
EPOCH 138 - loss: 0.0832, accuracy: 0.9583 
EPOCH 139 - loss: 0.0845, accuracy: 0.9583 
EPOCH 140 - loss: 0.0768, accuracy: 0.9583 
EPOCH 141 - loss: 0.0834, accuracy: 0.9583 
EPOCH 142 - loss: 0.0952, accuracy: 0.9583 
EPOCH 143 - loss: 0.0885, accuracy: 0.9583 
EPOCH 144 - loss: 0.0932, accuracy: 0.9583 
EPOCH 145 - loss: 0.081, accuracy: 0.9583 
EPOCH 146 - loss: 0.0823, accuracy: 0.9583 
EPOCH 147 - loss: 0.0814, accuracy: 0.9583 
EPOCH 148 - loss: 0.0829, accuracy: 0.9583 
EPOCH 149 - loss: 0.0795, accuracy: 0.9583 
EPOCH 150 - loss: 0.0768, accuracy: 0.9583 
EPOCH 151 - loss: 0.077, accuracy: 0.9583 
EPOCH 152 - loss: 0.074, accuracy: 0.9583 
EPOCH 153 - loss: 0.075, accuracy: 0.9583 
EPOCH 154 - loss: 0.0689, accuracy: 0.9583 
EPOCH 155 - loss: 0.0734, accuracy: 0.9583 
EPOCH 156 - loss: 0.0713, accuracy: 0.9708 
EPOCH 157 - loss: 0.077, accuracy: 0.9625 
EPOCH 158 - loss: 0.0821, accuracy: 0.975 
EPOCH 159 - loss: 0.0669, accuracy: 0.9667 
EPOCH 160 - loss: 0.0695, accuracy: 0.9625 
EPOCH 161 - loss: 0.0707, accuracy: 0.975 
EPOCH 162 - loss: 0.072, accuracy: 0.9667 
EPOCH 163 - loss: 0.0762, accuracy: 0.9729 
EPOCH 164 - loss: 0.0725, accuracy: 0.9604 
EPOCH 165 - loss: 0.0666, accuracy: 0.975 
EPOCH 166 - loss: 0.0781, accuracy: 0.9667 
EPOCH 167 - loss: 0.0623, accuracy: 0.9771 
EPOCH 168 - loss: 0.0738, accuracy: 0.9604 
EPOCH 169 - loss: 0.0666, accuracy: 0.9688 
EPOCH 170 - loss: 0.0623, accuracy: 0.975 
EPOCH 171 - loss: 0.0625, accuracy: 0.9729 
EPOCH 172 - loss: 0.0639, accuracy: 0.9729 
EPOCH 173 - loss: 0.0641, accuracy: 0.975 
EPOCH 174 - loss: 0.0653, accuracy: 0.9854 
EPOCH 175 - loss: 0.0632, accuracy: 0.975 
EPOCH 176 - loss: 0.0724, accuracy: 0.9625 
EPOCH 177 - loss: 0.0627, accuracy: 0.9792 
EPOCH 178 - loss: 0.0678, accuracy: 0.9792 
EPOCH 179 - loss: 0.0685, accuracy: 0.9729 
EPOCH 180 - loss: 0.077, accuracy: 0.9563 
EPOCH 181 - loss: 0.0747, accuracy: 0.9542 
EPOCH 182 - loss: 0.0715, accuracy: 0.9667 
EPOCH 183 - loss: 0.084, accuracy: 0.9667 
EPOCH 184 - loss: 0.0689, accuracy: 0.9729 
EPOCH 185 - loss: 0.0659, accuracy: 0.9604 
EPOCH 186 - loss: 0.0601, accuracy: 0.9688 
EPOCH 187 - loss: 0.062, accuracy: 0.9729 
EPOCH 188 - loss: 0.0641, accuracy: 0.975 
EPOCH 189 - loss: 0.0591, accuracy: 0.9833 
EPOCH 190 - loss: 0.0588, accuracy: 0.9854 
EPOCH 191 - loss: 0.0568, accuracy: 0.9854 
EPOCH 192 - loss: 0.0572, accuracy: 0.9833 
EPOCH 193 - loss: 0.0574, accuracy: 0.9854 
EPOCH 194 - loss: 0.0621, accuracy: 0.9771 
EPOCH 195 - loss: 0.0777, accuracy: 0.9604 
EPOCH 196 - loss: 0.0609, accuracy: 0.9646 
EPOCH 197 - loss: 0.0703, accuracy: 0.9688 
EPOCH 198 - loss: 0.078, accuracy: 0.9667 
EPOCH 199 - loss: 0.0609, accuracy: 0.9729 
EPOCH 200 - loss: 0.0722, accuracy: 0.9604 
EPOCH 201 - loss: 0.0704, accuracy: 0.9646 
EPOCH 202 - loss: 0.0649, accuracy: 0.9688 
EPOCH 203 - loss: 0.0634, accuracy: 0.9646 
EPOCH 204 - loss: 0.0581, accuracy: 0.9708 
EPOCH 205 - loss: 0.0577, accuracy: 0.9792 
EPOCH 206 - loss: 0.0571, accuracy: 0.9854 
EPOCH 207 - loss: 0.0559, accuracy: 0.9833 
EPOCH 208 - loss: 0.0591, accuracy: 0.975 
EPOCH 209 - loss: 0.0541, accuracy: 0.9854 
EPOCH 210 - loss: 0.0622, accuracy: 0.975 
EPOCH 211 - loss: 0.0574, accuracy: 0.9688 
EPOCH 212 - loss: 0.0601, accuracy: 0.9771 
EPOCH 213 - loss: 0.0614, accuracy: 0.9792 
EPOCH 214 - loss: 0.0555, accuracy: 0.9812 
EPOCH 215 - loss: 0.0603, accuracy: 0.9667 
EPOCH 216 - loss: 0.0548, accuracy: 0.9854 
EPOCH 217 - loss: 0.057, accuracy: 0.9771 
EPOCH 218 - loss: 0.0534, accuracy: 0.9854 
EPOCH 219 - loss: 0.0556, accuracy: 0.9833 
EPOCH 220 - loss: 0.0532, accuracy: 0.9833 
EPOCH 221 - loss: 0.0559, accuracy: 0.9729 
EPOCH 222 - loss: 0.052, accuracy: 0.9854 
EPOCH 223 - loss: 0.0525, accuracy: 0.9854 
EPOCH 224 - loss: 0.0518, accuracy: 0.975 
EPOCH 225 - loss: 0.0597, accuracy: 0.9771 
EPOCH 226 - loss: 0.058, accuracy: 0.9667 
EPOCH 227 - loss: 0.0593, accuracy: 0.9792 
EPOCH 228 - loss: 0.0496, accuracy: 0.9854 
EPOCH 229 - loss: 0.0585, accuracy: 0.9667 
EPOCH 230 - loss: 0.0626, accuracy: 0.9771 
EPOCH 231 - loss: 0.0506, accuracy: 0.9812 
EPOCH 232 - loss: 0.0566, accuracy: 0.9771 
EPOCH 233 - loss: 0.0549, accuracy: 0.9688 
EPOCH 234 - loss: 0.0523, accuracy: 0.9708 
EPOCH 235 - loss: 0.0484, accuracy: 0.9854 
EPOCH 236 - loss: 0.0521, accuracy: 0.9833 
EPOCH 237 - loss: 0.0492, accuracy: 0.9854 
EPOCH 238 - loss: 0.0559, accuracy: 0.9688 
EPOCH 239 - loss: 0.0534, accuracy: 0.9812 
