EPOCH 1 - loss: 1.0084, accuracy: 0.8268 
EPOCH 2 - loss: 0.8955, accuracy: 0.9567 
EPOCH 3 - loss: 0.7581, accuracy: 0.9606 
EPOCH 4 - loss: 0.6046, accuracy: 0.9606 
EPOCH 5 - loss: 0.4479, accuracy: 0.9606 
EPOCH 6 - loss: 0.3062, accuracy: 0.9606 
EPOCH 7 - loss: 0.2087, accuracy: 0.9606 
EPOCH 8 - loss: 0.1589, accuracy: 0.9606 
EPOCH 9 - loss: 0.1614, accuracy: 0.9606 
EPOCH 10 - loss: 0.1775, accuracy: 0.9606 
EPOCH 11 - loss: 0.1839, accuracy: 0.9606 
EPOCH 12 - loss: 0.1777, accuracy: 0.9606 
EPOCH 13 - loss: 0.169, accuracy: 0.9606 
EPOCH 14 - loss: 0.1584, accuracy: 0.9606 
EPOCH 15 - loss: 0.1559, accuracy: 0.9606 
EPOCH 16 - loss: 0.1532, accuracy: 0.9606 
EPOCH 17 - loss: 0.1527, accuracy: 0.9606 
EPOCH 18 - loss: 0.154, accuracy: 0.9606 
EPOCH 19 - loss: 0.1537, accuracy: 0.9606 
EPOCH 20 - loss: 0.1528, accuracy: 0.9606 
EPOCH 21 - loss: 0.1522, accuracy: 0.9606 
EPOCH 22 - loss: 0.1512, accuracy: 0.9606 
EPOCH 23 - loss: 0.1509, accuracy: 0.9606 
EPOCH 24 - loss: 0.1507, accuracy: 0.9606 
EPOCH 25 - loss: 0.1506, accuracy: 0.9606 
EPOCH 26 - loss: 0.1505, accuracy: 0.9606 
EPOCH 27 - loss: 0.1498, accuracy: 0.9606 
EPOCH 28 - loss: 0.1496, accuracy: 0.9606 
EPOCH 29 - loss: 0.1494, accuracy: 0.9606 
EPOCH 30 - loss: 0.1494, accuracy: 0.9606 
EPOCH 31 - loss: 0.1489, accuracy: 0.9606 
EPOCH 32 - loss: 0.1486, accuracy: 0.9606 
EPOCH 33 - loss: 0.1483, accuracy: 0.9606 
EPOCH 34 - loss: 0.1481, accuracy: 0.9606 
EPOCH 35 - loss: 0.148, accuracy: 0.9606 
EPOCH 36 - loss: 0.1476, accuracy: 0.9606 
EPOCH 37 - loss: 0.1473, accuracy: 0.9606 
EPOCH 38 - loss: 0.147, accuracy: 0.9606 
EPOCH 39 - loss: 0.1469, accuracy: 0.9606 
EPOCH 40 - loss: 0.1466, accuracy: 0.9606 
EPOCH 41 - loss: 0.1464, accuracy: 0.9606 
EPOCH 42 - loss: 0.1461, accuracy: 0.9606 
EPOCH 43 - loss: 0.1458, accuracy: 0.9606 
EPOCH 44 - loss: 0.1455, accuracy: 0.9606 
EPOCH 45 - loss: 0.1453, accuracy: 0.9606 
EPOCH 46 - loss: 0.145, accuracy: 0.9606 
EPOCH 47 - loss: 0.1447, accuracy: 0.9606 
EPOCH 48 - loss: 0.1445, accuracy: 0.9606 
EPOCH 49 - loss: 0.1441, accuracy: 0.9606 
EPOCH 50 - loss: 0.1439, accuracy: 0.9606 
EPOCH 51 - loss: 0.1435, accuracy: 0.9606 
EPOCH 52 - loss: 0.1433, accuracy: 0.9606 
EPOCH 53 - loss: 0.1434, accuracy: 0.9606 
EPOCH 54 - loss: 0.1428, accuracy: 0.9606 
EPOCH 55 - loss: 0.1425, accuracy: 0.9606 
EPOCH 56 - loss: 0.142, accuracy: 0.9606 
EPOCH 57 - loss: 0.1411, accuracy: 0.9606 
EPOCH 58 - loss: 0.1417, accuracy: 0.9606 
EPOCH 59 - loss: 0.1404, accuracy: 0.9606 
EPOCH 60 - loss: 0.1425, accuracy: 0.9606 
EPOCH 61 - loss: 0.1427, accuracy: 0.9606 
EPOCH 62 - loss: 0.1419, accuracy: 0.9606 
EPOCH 63 - loss: 0.1401, accuracy: 0.9606 
EPOCH 64 - loss: 0.1385, accuracy: 0.9606 
EPOCH 65 - loss: 0.1385, accuracy: 0.9606 
EPOCH 66 - loss: 0.1377, accuracy: 0.9606 
EPOCH 67 - loss: 0.1361, accuracy: 0.9606 
EPOCH 68 - loss: 0.1362, accuracy: 0.9606 
EPOCH 69 - loss: 0.1353, accuracy: 0.9606 
EPOCH 70 - loss: 0.1347, accuracy: 0.9606 
EPOCH 71 - loss: 0.138, accuracy: 0.9606 
EPOCH 72 - loss: 0.1332, accuracy: 0.9606 
EPOCH 73 - loss: 0.1347, accuracy: 0.9606 
EPOCH 74 - loss: 0.1309, accuracy: 0.9606 
EPOCH 75 - loss: 0.1367, accuracy: 0.9606 
EPOCH 76 - loss: 0.1319, accuracy: 0.9606 
EPOCH 77 - loss: 0.1347, accuracy: 0.9606 
EPOCH 78 - loss: 0.132, accuracy: 0.9606 
EPOCH 79 - loss: 0.1302, accuracy: 0.9606 
EPOCH 80 - loss: 0.1268, accuracy: 0.9606 
EPOCH 81 - loss: 0.1266, accuracy: 0.9606 
EPOCH 82 - loss: 0.1234, accuracy: 0.9606 
EPOCH 83 - loss: 0.1228, accuracy: 0.9606 
EPOCH 84 - loss: 0.1198, accuracy: 0.9606 
EPOCH 85 - loss: 0.1178, accuracy: 0.9606 
EPOCH 86 - loss: 0.1147, accuracy: 0.9606 
EPOCH 87 - loss: 0.1137, accuracy: 0.9606 
EPOCH 88 - loss: 0.1114, accuracy: 0.9606 
EPOCH 89 - loss: 0.109, accuracy: 0.9606 
EPOCH 90 - loss: 0.1067, accuracy: 0.9606 
EPOCH 91 - loss: 0.1071, accuracy: 0.9606 
EPOCH 92 - loss: 0.1044, accuracy: 0.9606 
EPOCH 93 - loss: 0.0964, accuracy: 0.9606 
EPOCH 94 - loss: 0.1084, accuracy: 0.9606 
EPOCH 95 - loss: 0.1244, accuracy: 0.9606 
EPOCH 96 - loss: 0.102, accuracy: 0.9606 
EPOCH 97 - loss: 0.097, accuracy: 0.9606 
EPOCH 98 - loss: 0.0988, accuracy: 0.9606 
EPOCH 99 - loss: 0.0888, accuracy: 0.9606 
EPOCH 100 - loss: 0.0938, accuracy: 0.9606 
EPOCH 101 - loss: 0.0945, accuracy: 0.9606 
EPOCH 102 - loss: 0.0926, accuracy: 0.9606 
EPOCH 103 - loss: 0.0943, accuracy: 0.9606 
