EPOCH 1 - loss: 0.7699, accuracy: 0.9565 
EPOCH 2 - loss: 0.3278, accuracy: 0.9567 
EPOCH 3 - loss: 0.1969, accuracy: 0.9567 
EPOCH 4 - loss: 0.1827, accuracy: 0.9567 
EPOCH 5 - loss: 0.177, accuracy: 0.9567 
EPOCH 6 - loss: 0.1732, accuracy: 0.9567 
EPOCH 7 - loss: 0.1704, accuracy: 0.9567 
EPOCH 8 - loss: 0.1682, accuracy: 0.9567 
EPOCH 9 - loss: 0.1664, accuracy: 0.9567 
EPOCH 10 - loss: 0.1648, accuracy: 0.9567 
EPOCH 11 - loss: 0.1634, accuracy: 0.9567 
EPOCH 12 - loss: 0.162, accuracy: 0.9567 
EPOCH 13 - loss: 0.1607, accuracy: 0.9567 
EPOCH 14 - loss: 0.1594, accuracy: 0.9567 
EPOCH 15 - loss: 0.1582, accuracy: 0.9567 
EPOCH 16 - loss: 0.1568, accuracy: 0.9567 
EPOCH 17 - loss: 0.1555, accuracy: 0.9567 
EPOCH 18 - loss: 0.1543, accuracy: 0.9567 
EPOCH 19 - loss: 0.1526, accuracy: 0.9567 
EPOCH 20 - loss: 0.1515, accuracy: 0.9567 
EPOCH 21 - loss: 0.1505, accuracy: 0.9567 
EPOCH 22 - loss: 0.1488, accuracy: 0.9567 
EPOCH 23 - loss: 0.1478, accuracy: 0.9567 
EPOCH 24 - loss: 0.1467, accuracy: 0.9567 
EPOCH 25 - loss: 0.1455, accuracy: 0.9567 
EPOCH 26 - loss: 0.145, accuracy: 0.9567 
EPOCH 27 - loss: 0.1439, accuracy: 0.9567 
EPOCH 28 - loss: 0.1431, accuracy: 0.9567 
EPOCH 29 - loss: 0.1423, accuracy: 0.9567 
EPOCH 30 - loss: 0.1417, accuracy: 0.9567 
EPOCH 31 - loss: 0.1409, accuracy: 0.9567 
EPOCH 32 - loss: 0.1401, accuracy: 0.9567 
EPOCH 33 - loss: 0.1394, accuracy: 0.9567 
EPOCH 34 - loss: 0.1387, accuracy: 0.9567 
EPOCH 35 - loss: 0.138, accuracy: 0.9567 
EPOCH 36 - loss: 0.1375, accuracy: 0.9567 
EPOCH 37 - loss: 0.1369, accuracy: 0.9567 
EPOCH 38 - loss: 0.1363, accuracy: 0.9567 
EPOCH 39 - loss: 0.1358, accuracy: 0.9567 
EPOCH 40 - loss: 0.1352, accuracy: 0.9567 
EPOCH 41 - loss: 0.135, accuracy: 0.9567 
EPOCH 42 - loss: 0.1345, accuracy: 0.9567 
EPOCH 43 - loss: 0.1338, accuracy: 0.9567 
EPOCH 44 - loss: 0.133, accuracy: 0.9567 
EPOCH 45 - loss: 0.1325, accuracy: 0.9567 
EPOCH 46 - loss: 0.1322, accuracy: 0.9567 
EPOCH 47 - loss: 0.1317, accuracy: 0.9567 
EPOCH 48 - loss: 0.1313, accuracy: 0.9567 
EPOCH 49 - loss: 0.1309, accuracy: 0.9567 
EPOCH 50 - loss: 0.1308, accuracy: 0.9567 
EPOCH 51 - loss: 0.1298, accuracy: 0.9567 
EPOCH 52 - loss: 0.1294, accuracy: 0.9567 
EPOCH 53 - loss: 0.1289, accuracy: 0.9567 
EPOCH 54 - loss: 0.1287, accuracy: 0.9567 
EPOCH 55 - loss: 0.1282, accuracy: 0.9567 
EPOCH 56 - loss: 0.1281, accuracy: 0.9567 
EPOCH 57 - loss: 0.1278, accuracy: 0.9567 
EPOCH 58 - loss: 0.1274, accuracy: 0.9567 
EPOCH 59 - loss: 0.1269, accuracy: 0.9567 
EPOCH 60 - loss: 0.1263, accuracy: 0.9567 
EPOCH 61 - loss: 0.126, accuracy: 0.9567 
EPOCH 62 - loss: 0.1255, accuracy: 0.9567 
EPOCH 63 - loss: 0.1253, accuracy: 0.9567 
EPOCH 64 - loss: 0.1252, accuracy: 0.9567 
EPOCH 65 - loss: 0.1246, accuracy: 0.9567 
EPOCH 66 - loss: 0.1241, accuracy: 0.9567 
EPOCH 67 - loss: 0.1242, accuracy: 0.9567 
EPOCH 68 - loss: 0.1238, accuracy: 0.9567 
EPOCH 69 - loss: 0.1233, accuracy: 0.9567 
EPOCH 70 - loss: 0.123, accuracy: 0.9567 
EPOCH 71 - loss: 0.1226, accuracy: 0.9567 
EPOCH 72 - loss: 0.1228, accuracy: 0.9567 
EPOCH 73 - loss: 0.1219, accuracy: 0.9567 
EPOCH 74 - loss: 0.1216, accuracy: 0.9567 
EPOCH 75 - loss: 0.1214, accuracy: 0.9567 
EPOCH 76 - loss: 0.121, accuracy: 0.9567 
EPOCH 77 - loss: 0.1207, accuracy: 0.9567 
EPOCH 78 - loss: 0.1207, accuracy: 0.9567 
EPOCH 79 - loss: 0.12, accuracy: 0.9567 
EPOCH 80 - loss: 0.1198, accuracy: 0.9567 
EPOCH 81 - loss: 0.119, accuracy: 0.9567 
EPOCH 82 - loss: 0.1192, accuracy: 0.9567 
EPOCH 83 - loss: 0.1187, accuracy: 0.9567 
EPOCH 84 - loss: 0.1184, accuracy: 0.9567 
EPOCH 85 - loss: 0.118, accuracy: 0.9567 
EPOCH 86 - loss: 0.1177, accuracy: 0.9567 
EPOCH 87 - loss: 0.1175, accuracy: 0.9567 
EPOCH 88 - loss: 0.1171, accuracy: 0.9567 
EPOCH 89 - loss: 0.1168, accuracy: 0.9567 
EPOCH 90 - loss: 0.1165, accuracy: 0.9567 
EPOCH 91 - loss: 0.1164, accuracy: 0.9567 
EPOCH 92 - loss: 0.1159, accuracy: 0.9567 
EPOCH 93 - loss: 0.1156, accuracy: 0.9567 
EPOCH 94 - loss: 0.1153, accuracy: 0.9567 
EPOCH 95 - loss: 0.1153, accuracy: 0.9568 
EPOCH 96 - loss: 0.1148, accuracy: 0.9568 
EPOCH 97 - loss: 0.1145, accuracy: 0.9567 
EPOCH 98 - loss: 0.1142, accuracy: 0.9567 
EPOCH 99 - loss: 0.1138, accuracy: 0.9568 
EPOCH 100 - loss: 0.1136, accuracy: 0.9567 
EPOCH 101 - loss: 0.1134, accuracy: 0.9567 
EPOCH 102 - loss: 0.1131, accuracy: 0.9568 
EPOCH 103 - loss: 0.1128, accuracy: 0.9568 
EPOCH 104 - loss: 0.1131, accuracy: 0.9569 
EPOCH 105 - loss: 0.1123, accuracy: 0.9567 
