EPOCH 1 - loss: 0.7117, accuracy: 0.9556 
EPOCH 2 - loss: 0.2699, accuracy: 0.9556 
EPOCH 3 - loss: 0.1882, accuracy: 0.9556 
EPOCH 4 - loss: 0.1805, accuracy: 0.9556 
EPOCH 5 - loss: 0.1759, accuracy: 0.9556 
EPOCH 6 - loss: 0.1724, accuracy: 0.9556 
EPOCH 7 - loss: 0.1697, accuracy: 0.9556 
EPOCH 8 - loss: 0.1673, accuracy: 0.9556 
EPOCH 9 - loss: 0.165, accuracy: 0.9556 
EPOCH 10 - loss: 0.1628, accuracy: 0.9556 
EPOCH 11 - loss: 0.1609, accuracy: 0.9556 
EPOCH 12 - loss: 0.1593, accuracy: 0.9556 
EPOCH 13 - loss: 0.1576, accuracy: 0.9556 
EPOCH 14 - loss: 0.1562, accuracy: 0.9556 
EPOCH 15 - loss: 0.1549, accuracy: 0.9556 
EPOCH 16 - loss: 0.1538, accuracy: 0.9556 
EPOCH 17 - loss: 0.1528, accuracy: 0.9556 
EPOCH 18 - loss: 0.1521, accuracy: 0.9556 
EPOCH 19 - loss: 0.1511, accuracy: 0.9556 
EPOCH 20 - loss: 0.1502, accuracy: 0.9556 
EPOCH 21 - loss: 0.1495, accuracy: 0.9556 
EPOCH 22 - loss: 0.1489, accuracy: 0.9556 
EPOCH 23 - loss: 0.148, accuracy: 0.9556 
EPOCH 24 - loss: 0.1473, accuracy: 0.9556 
EPOCH 25 - loss: 0.1467, accuracy: 0.9556 
EPOCH 26 - loss: 0.146, accuracy: 0.9556 
EPOCH 27 - loss: 0.1454, accuracy: 0.9556 
EPOCH 28 - loss: 0.1448, accuracy: 0.9556 
EPOCH 29 - loss: 0.1444, accuracy: 0.9556 
EPOCH 30 - loss: 0.1438, accuracy: 0.9556 
EPOCH 31 - loss: 0.1432, accuracy: 0.9556 
EPOCH 32 - loss: 0.1427, accuracy: 0.9556 
EPOCH 33 - loss: 0.1423, accuracy: 0.9556 
EPOCH 34 - loss: 0.142, accuracy: 0.9556 
EPOCH 35 - loss: 0.1416, accuracy: 0.9556 
EPOCH 36 - loss: 0.1412, accuracy: 0.9556 
EPOCH 37 - loss: 0.1404, accuracy: 0.9556 
EPOCH 38 - loss: 0.14, accuracy: 0.9556 
EPOCH 39 - loss: 0.1395, accuracy: 0.9556 
EPOCH 40 - loss: 0.1393, accuracy: 0.9556 
EPOCH 41 - loss: 0.1388, accuracy: 0.9556 
EPOCH 42 - loss: 0.1382, accuracy: 0.9556 
EPOCH 43 - loss: 0.1378, accuracy: 0.9556 
EPOCH 44 - loss: 0.1376, accuracy: 0.9556 
EPOCH 45 - loss: 0.137, accuracy: 0.9556 
EPOCH 46 - loss: 0.1367, accuracy: 0.9556 
EPOCH 47 - loss: 0.1367, accuracy: 0.9556 
EPOCH 48 - loss: 0.1362, accuracy: 0.9556 
EPOCH 49 - loss: 0.1355, accuracy: 0.9556 
EPOCH 50 - loss: 0.1352, accuracy: 0.9556 
EPOCH 51 - loss: 0.1349, accuracy: 0.9556 
EPOCH 52 - loss: 0.1347, accuracy: 0.9556 
EPOCH 53 - loss: 0.1342, accuracy: 0.9556 
EPOCH 54 - loss: 0.134, accuracy: 0.9556 
EPOCH 55 - loss: 0.1334, accuracy: 0.9556 
EPOCH 56 - loss: 0.133, accuracy: 0.9556 
EPOCH 57 - loss: 0.1327, accuracy: 0.9556 
EPOCH 58 - loss: 0.1322, accuracy: 0.9556 
EPOCH 59 - loss: 0.1321, accuracy: 0.9556 
EPOCH 60 - loss: 0.1315, accuracy: 0.9556 
EPOCH 61 - loss: 0.1316, accuracy: 0.9556 
EPOCH 62 - loss: 0.1309, accuracy: 0.9556 
EPOCH 63 - loss: 0.1303, accuracy: 0.9556 
EPOCH 64 - loss: 0.1307, accuracy: 0.9556 
EPOCH 65 - loss: 0.1297, accuracy: 0.9556 
EPOCH 66 - loss: 0.1293, accuracy: 0.9556 
EPOCH 67 - loss: 0.1291, accuracy: 0.9556 
EPOCH 68 - loss: 0.1284, accuracy: 0.9556 
EPOCH 69 - loss: 0.1283, accuracy: 0.9556 
EPOCH 70 - loss: 0.1281, accuracy: 0.9556 
EPOCH 71 - loss: 0.1275, accuracy: 0.9556 
EPOCH 72 - loss: 0.127, accuracy: 0.9556 
EPOCH 73 - loss: 0.1267, accuracy: 0.9556 
EPOCH 74 - loss: 0.1264, accuracy: 0.9556 
EPOCH 75 - loss: 0.1263, accuracy: 0.9556 
EPOCH 76 - loss: 0.1258, accuracy: 0.9556 
EPOCH 77 - loss: 0.1255, accuracy: 0.9556 
EPOCH 78 - loss: 0.125, accuracy: 0.9556 
EPOCH 79 - loss: 0.1247, accuracy: 0.9556 
EPOCH 80 - loss: 0.1249, accuracy: 0.9556 
EPOCH 81 - loss: 0.1243, accuracy: 0.9556 
EPOCH 82 - loss: 0.1239, accuracy: 0.9556 
EPOCH 83 - loss: 0.1234, accuracy: 0.9556 
EPOCH 84 - loss: 0.1232, accuracy: 0.9556 
EPOCH 85 - loss: 0.1228, accuracy: 0.9556 
