EPOCH 1 - loss: 0.8737, accuracy: 0.8236 
EPOCH 2 - loss: 0.384, accuracy: 0.9553 
EPOCH 3 - loss: 0.2133, accuracy: 0.9553 
EPOCH 4 - loss: 0.1908, accuracy: 0.9553 
EPOCH 5 - loss: 0.1826, accuracy: 0.9553 
EPOCH 6 - loss: 0.1776, accuracy: 0.9553 
EPOCH 7 - loss: 0.1741, accuracy: 0.9553 
EPOCH 8 - loss: 0.1714, accuracy: 0.9553 
EPOCH 9 - loss: 0.1692, accuracy: 0.9553 
EPOCH 10 - loss: 0.1671, accuracy: 0.9553 
EPOCH 11 - loss: 0.1651, accuracy: 0.9553 
EPOCH 12 - loss: 0.1629, accuracy: 0.9553 
EPOCH 13 - loss: 0.1608, accuracy: 0.9553 
EPOCH 14 - loss: 0.1589, accuracy: 0.9553 
EPOCH 15 - loss: 0.157, accuracy: 0.9553 
EPOCH 16 - loss: 0.1554, accuracy: 0.9553 
EPOCH 17 - loss: 0.1539, accuracy: 0.9553 
EPOCH 18 - loss: 0.1526, accuracy: 0.9553 
EPOCH 19 - loss: 0.1514, accuracy: 0.9553 
EPOCH 20 - loss: 0.1502, accuracy: 0.9553 
EPOCH 21 - loss: 0.1493, accuracy: 0.9553 
EPOCH 22 - loss: 0.1482, accuracy: 0.9553 
EPOCH 23 - loss: 0.1473, accuracy: 0.9553 
EPOCH 24 - loss: 0.1463, accuracy: 0.9553 
EPOCH 25 - loss: 0.1454, accuracy: 0.9553 
EPOCH 26 - loss: 0.1447, accuracy: 0.9553 
EPOCH 27 - loss: 0.1439, accuracy: 0.9553 
EPOCH 28 - loss: 0.1431, accuracy: 0.9553 
EPOCH 29 - loss: 0.1423, accuracy: 0.9553 
EPOCH 30 - loss: 0.1419, accuracy: 0.9553 
EPOCH 31 - loss: 0.1413, accuracy: 0.9553 
EPOCH 32 - loss: 0.1404, accuracy: 0.9553 
EPOCH 33 - loss: 0.1398, accuracy: 0.9553 
EPOCH 34 - loss: 0.1389, accuracy: 0.9553 
EPOCH 35 - loss: 0.1384, accuracy: 0.9553 
EPOCH 36 - loss: 0.1378, accuracy: 0.9553 
EPOCH 37 - loss: 0.1371, accuracy: 0.9553 
EPOCH 38 - loss: 0.1365, accuracy: 0.9553 
EPOCH 39 - loss: 0.1362, accuracy: 0.9553 
EPOCH 40 - loss: 0.1351, accuracy: 0.9553 
EPOCH 41 - loss: 0.1346, accuracy: 0.9553 
EPOCH 42 - loss: 0.1341, accuracy: 0.9553 
EPOCH 43 - loss: 0.1334, accuracy: 0.9553 
EPOCH 44 - loss: 0.1337, accuracy: 0.9553 
EPOCH 45 - loss: 0.1327, accuracy: 0.9553 
EPOCH 46 - loss: 0.1322, accuracy: 0.9553 
EPOCH 47 - loss: 0.1314, accuracy: 0.9553 
EPOCH 48 - loss: 0.131, accuracy: 0.9553 
EPOCH 49 - loss: 0.1305, accuracy: 0.9553 
EPOCH 50 - loss: 0.13, accuracy: 0.9553 
EPOCH 51 - loss: 0.1296, accuracy: 0.9553 
EPOCH 52 - loss: 0.1294, accuracy: 0.9553 
EPOCH 53 - loss: 0.1289, accuracy: 0.9553 
EPOCH 54 - loss: 0.1284, accuracy: 0.9553 
EPOCH 55 - loss: 0.1281, accuracy: 0.9553 
EPOCH 56 - loss: 0.1274, accuracy: 0.9553 
EPOCH 57 - loss: 0.1275, accuracy: 0.9553 
EPOCH 58 - loss: 0.1268, accuracy: 0.9553 
EPOCH 59 - loss: 0.1264, accuracy: 0.9553 
EPOCH 60 - loss: 0.1259, accuracy: 0.9553 
EPOCH 61 - loss: 0.1256, accuracy: 0.9553 
EPOCH 62 - loss: 0.1252, accuracy: 0.9553 
EPOCH 63 - loss: 0.125, accuracy: 0.9553 
