EPOCH 1 - loss: 1.2281, accuracy: 0.05 
EPOCH 2 - loss: 1.1684, accuracy: 0.0682 
EPOCH 3 - loss: 1.1164, accuracy: 0.1909 
EPOCH 4 - loss: 1.0672, accuracy: 0.5182 
EPOCH 5 - loss: 1.0203, accuracy: 0.8409 
EPOCH 6 - loss: 0.9797, accuracy: 0.9455 
EPOCH 7 - loss: 0.9453, accuracy: 0.9545 
EPOCH 8 - loss: 0.9147, accuracy: 0.9545 
EPOCH 9 - loss: 0.8874, accuracy: 0.9545 
EPOCH 10 - loss: 0.8615, accuracy: 0.9545 
EPOCH 11 - loss: 0.8364, accuracy: 0.9545 
EPOCH 12 - loss: 0.8116, accuracy: 0.9545 
EPOCH 13 - loss: 0.7867, accuracy: 0.9545 
EPOCH 14 - loss: 0.7611, accuracy: 0.9545 
EPOCH 15 - loss: 0.7342, accuracy: 0.9545 
EPOCH 16 - loss: 0.7053, accuracy: 0.9545 
EPOCH 17 - loss: 0.6746, accuracy: 0.9545 
EPOCH 18 - loss: 0.6409, accuracy: 0.9545 
EPOCH 19 - loss: 0.6048, accuracy: 0.9545 
EPOCH 20 - loss: 0.5649, accuracy: 0.9545 
EPOCH 21 - loss: 0.5206, accuracy: 0.9545 
EPOCH 22 - loss: 0.472, accuracy: 0.9545 
EPOCH 23 - loss: 0.4188, accuracy: 0.9545 
EPOCH 24 - loss: 0.3622, accuracy: 0.9545 
EPOCH 25 - loss: 0.3078, accuracy: 0.9545 
EPOCH 26 - loss: 0.2525, accuracy: 0.9545 
EPOCH 27 - loss: 0.2133, accuracy: 0.9545 
EPOCH 28 - loss: 0.201, accuracy: 0.9545 
EPOCH 29 - loss: 0.2116, accuracy: 0.9545 
EPOCH 30 - loss: 0.2198, accuracy: 0.9545 
EPOCH 31 - loss: 0.2163, accuracy: 0.9545 
EPOCH 32 - loss: 0.2064, accuracy: 0.9545 
EPOCH 33 - loss: 0.1969, accuracy: 0.9545 
EPOCH 34 - loss: 0.1949, accuracy: 0.9545 
