EPOCH 1 - loss: 1.4607, accuracy: 0.0 
EPOCH 2 - loss: 1.3988, accuracy: 0.0 
EPOCH 3 - loss: 1.3452, accuracy: 0.0 
EPOCH 4 - loss: 1.2969, accuracy: 0.0 
EPOCH 5 - loss: 1.2535, accuracy: 0.0121 
EPOCH 6 - loss: 1.2136, accuracy: 0.0584 
EPOCH 7 - loss: 1.175, accuracy: 0.0624 
EPOCH 8 - loss: 1.1338, accuracy: 0.0724 
EPOCH 9 - loss: 1.0914, accuracy: 0.0926 
EPOCH 10 - loss: 1.0469, accuracy: 0.1247 
EPOCH 11 - loss: 0.9981, accuracy: 0.2515 
EPOCH 12 - loss: 0.9427, accuracy: 0.4406 
EPOCH 13 - loss: 0.8735, accuracy: 0.6801 
EPOCH 14 - loss: 0.765, accuracy: 0.9396 
EPOCH 15 - loss: 0.5879, accuracy: 0.9638 
EPOCH 16 - loss: 0.3914, accuracy: 0.9638 
EPOCH 17 - loss: 0.2682, accuracy: 0.9638 
EPOCH 18 - loss: 0.256, accuracy: 0.9638 
EPOCH 19 - loss: 0.2823, accuracy: 0.9638 
EPOCH 20 - loss: 0.278, accuracy: 0.9638 
EPOCH 21 - loss: 0.2485, accuracy: 0.9638 
EPOCH 22 - loss: 0.2151, accuracy: 0.9638 
EPOCH 23 - loss: 0.2009, accuracy: 0.9638 
EPOCH 24 - loss: 0.1925, accuracy: 0.9638 
EPOCH 25 - loss: 0.1915, accuracy: 0.9638 
EPOCH 26 - loss: 0.1891, accuracy: 0.9638 
EPOCH 27 - loss: 0.1828, accuracy: 0.9638 
EPOCH 28 - loss: 0.1763, accuracy: 0.9638 
EPOCH 29 - loss: 0.1713, accuracy: 0.9638 
EPOCH 30 - loss: 0.1695, accuracy: 0.9638 
EPOCH 31 - loss: 0.1674, accuracy: 0.9638 
EPOCH 32 - loss: 0.1644, accuracy: 0.9638 
EPOCH 33 - loss: 0.1625, accuracy: 0.9638 
EPOCH 34 - loss: 0.1589, accuracy: 0.9638 
EPOCH 35 - loss: 0.1574, accuracy: 0.9638 
EPOCH 36 - loss: 0.1561, accuracy: 0.9638 
EPOCH 37 - loss: 0.1546, accuracy: 0.9638 
EPOCH 38 - loss: 0.1532, accuracy: 0.9638 
EPOCH 39 - loss: 0.1518, accuracy: 0.9638 
EPOCH 40 - loss: 0.1508, accuracy: 0.9638 
EPOCH 41 - loss: 0.1497, accuracy: 0.9638 
EPOCH 42 - loss: 0.1487, accuracy: 0.9638 
EPOCH 43 - loss: 0.1475, accuracy: 0.9638 
EPOCH 44 - loss: 0.1466, accuracy: 0.9638 
EPOCH 45 - loss: 0.1459, accuracy: 0.9638 
EPOCH 46 - loss: 0.1451, accuracy: 0.9638 
EPOCH 47 - loss: 0.1443, accuracy: 0.9638 
EPOCH 48 - loss: 0.1437, accuracy: 0.9638 
EPOCH 49 - loss: 0.1429, accuracy: 0.9638 
EPOCH 50 - loss: 0.1423, accuracy: 0.9638 
EPOCH 51 - loss: 0.1416, accuracy: 0.9638 
EPOCH 52 - loss: 0.1411, accuracy: 0.9638 
EPOCH 53 - loss: 0.1405, accuracy: 0.9638 
EPOCH 54 - loss: 0.1402, accuracy: 0.9638 
EPOCH 55 - loss: 0.1398, accuracy: 0.9638 
EPOCH 56 - loss: 0.1393, accuracy: 0.9638 
EPOCH 57 - loss: 0.1385, accuracy: 0.9638 
EPOCH 58 - loss: 0.1377, accuracy: 0.9638 
EPOCH 59 - loss: 0.1371, accuracy: 0.9638 
EPOCH 60 - loss: 0.1365, accuracy: 0.9638 
EPOCH 61 - loss: 0.1371, accuracy: 0.9638 
EPOCH 62 - loss: 0.1367, accuracy: 0.9638 
EPOCH 63 - loss: 0.1356, accuracy: 0.9638 
EPOCH 64 - loss: 0.1349, accuracy: 0.9638 
EPOCH 65 - loss: 0.1342, accuracy: 0.9638 
