EPOCH 1 - loss: 0.8096, accuracy: 0.8607 
EPOCH 2 - loss: 0.2851, accuracy: 0.956 
EPOCH 3 - loss: 0.1913, accuracy: 0.956 
EPOCH 4 - loss: 0.1816, accuracy: 0.956 
EPOCH 5 - loss: 0.176, accuracy: 0.956 
EPOCH 6 - loss: 0.1725, accuracy: 0.956 
EPOCH 7 - loss: 0.17, accuracy: 0.956 
EPOCH 8 - loss: 0.1679, accuracy: 0.956 
EPOCH 9 - loss: 0.1656, accuracy: 0.956 
EPOCH 10 - loss: 0.1635, accuracy: 0.956 
EPOCH 11 - loss: 0.1615, accuracy: 0.956 
EPOCH 12 - loss: 0.1598, accuracy: 0.956 
EPOCH 13 - loss: 0.158, accuracy: 0.956 
EPOCH 14 - loss: 0.1561, accuracy: 0.956 
EPOCH 15 - loss: 0.1546, accuracy: 0.956 
EPOCH 16 - loss: 0.1531, accuracy: 0.956 
EPOCH 17 - loss: 0.1519, accuracy: 0.956 
EPOCH 18 - loss: 0.1507, accuracy: 0.956 
EPOCH 19 - loss: 0.1497, accuracy: 0.956 
EPOCH 20 - loss: 0.1488, accuracy: 0.956 
EPOCH 21 - loss: 0.1482, accuracy: 0.956 
EPOCH 22 - loss: 0.1472, accuracy: 0.956 
EPOCH 23 - loss: 0.1468, accuracy: 0.956 
EPOCH 24 - loss: 0.1458, accuracy: 0.956 
EPOCH 25 - loss: 0.1452, accuracy: 0.956 
EPOCH 26 - loss: 0.1447, accuracy: 0.956 
EPOCH 27 - loss: 0.1442, accuracy: 0.956 
EPOCH 28 - loss: 0.1439, accuracy: 0.956 
EPOCH 29 - loss: 0.143, accuracy: 0.956 
EPOCH 30 - loss: 0.1425, accuracy: 0.956 
EPOCH 31 - loss: 0.142, accuracy: 0.956 
EPOCH 32 - loss: 0.1416, accuracy: 0.956 
EPOCH 33 - loss: 0.1413, accuracy: 0.956 
EPOCH 34 - loss: 0.1408, accuracy: 0.956 
EPOCH 35 - loss: 0.1404, accuracy: 0.956 
EPOCH 36 - loss: 0.1399, accuracy: 0.956 
EPOCH 37 - loss: 0.1394, accuracy: 0.956 
EPOCH 38 - loss: 0.1393, accuracy: 0.956 
EPOCH 39 - loss: 0.1388, accuracy: 0.956 
EPOCH 40 - loss: 0.1384, accuracy: 0.956 
EPOCH 41 - loss: 0.1378, accuracy: 0.956 
EPOCH 42 - loss: 0.1376, accuracy: 0.956 
EPOCH 43 - loss: 0.1371, accuracy: 0.956 
EPOCH 44 - loss: 0.1368, accuracy: 0.956 
EPOCH 45 - loss: 0.1364, accuracy: 0.956 
EPOCH 46 - loss: 0.1362, accuracy: 0.956 
EPOCH 47 - loss: 0.1358, accuracy: 0.956 
EPOCH 48 - loss: 0.1355, accuracy: 0.956 
EPOCH 49 - loss: 0.135, accuracy: 0.956 
EPOCH 50 - loss: 0.1346, accuracy: 0.956 
EPOCH 51 - loss: 0.1343, accuracy: 0.956 
EPOCH 52 - loss: 0.1337, accuracy: 0.956 
EPOCH 53 - loss: 0.1333, accuracy: 0.956 
EPOCH 54 - loss: 0.1332, accuracy: 0.956 
EPOCH 55 - loss: 0.1327, accuracy: 0.956 
EPOCH 56 - loss: 0.1324, accuracy: 0.956 
EPOCH 57 - loss: 0.1321, accuracy: 0.956 
EPOCH 58 - loss: 0.1316, accuracy: 0.956 
EPOCH 59 - loss: 0.1311, accuracy: 0.956 
EPOCH 60 - loss: 0.1309, accuracy: 0.956 
EPOCH 61 - loss: 0.1304, accuracy: 0.956 
EPOCH 62 - loss: 0.1303, accuracy: 0.956 
EPOCH 63 - loss: 0.1297, accuracy: 0.956 
EPOCH 64 - loss: 0.1295, accuracy: 0.956 
EPOCH 65 - loss: 0.129, accuracy: 0.956 
EPOCH 66 - loss: 0.1286, accuracy: 0.956 
EPOCH 67 - loss: 0.1282, accuracy: 0.956 
EPOCH 68 - loss: 0.128, accuracy: 0.956 
EPOCH 69 - loss: 0.1276, accuracy: 0.956 
EPOCH 70 - loss: 0.1269, accuracy: 0.956 
EPOCH 71 - loss: 0.1268, accuracy: 0.956 
EPOCH 72 - loss: 0.1264, accuracy: 0.956 
EPOCH 73 - loss: 0.1259, accuracy: 0.956 
EPOCH 74 - loss: 0.1253, accuracy: 0.956 
EPOCH 75 - loss: 0.1252, accuracy: 0.956 
EPOCH 76 - loss: 0.1249, accuracy: 0.956 
EPOCH 77 - loss: 0.1244, accuracy: 0.956 
EPOCH 78 - loss: 0.1237, accuracy: 0.956 
EPOCH 79 - loss: 0.1238, accuracy: 0.956 
EPOCH 80 - loss: 0.123, accuracy: 0.956 
EPOCH 81 - loss: 0.1233, accuracy: 0.956 
