EPOCH 1 - loss: 1.1892, accuracy: 0.0 
EPOCH 2 - loss: 1.1571, accuracy: 0.0 
EPOCH 3 - loss: 1.1267, accuracy: 0.0556 
EPOCH 4 - loss: 1.0975, accuracy: 0.3175 
EPOCH 5 - loss: 1.0692, accuracy: 0.6091 
EPOCH 6 - loss: 1.0413, accuracy: 0.7262 
EPOCH 7 - loss: 1.0131, accuracy: 0.8413 
EPOCH 8 - loss: 0.9843, accuracy: 0.9405 
EPOCH 9 - loss: 0.9543, accuracy: 0.9603 
EPOCH 10 - loss: 0.9227, accuracy: 0.9603 
EPOCH 11 - loss: 0.8888, accuracy: 0.9603 
EPOCH 12 - loss: 0.8496, accuracy: 0.9603 
EPOCH 13 - loss: 0.8049, accuracy: 0.9603 
EPOCH 14 - loss: 0.7519, accuracy: 0.9603 
EPOCH 15 - loss: 0.689, accuracy: 0.9603 
EPOCH 16 - loss: 0.615, accuracy: 0.9603 
EPOCH 17 - loss: 0.5269, accuracy: 0.9603 
EPOCH 18 - loss: 0.4275, accuracy: 0.9603 
EPOCH 19 - loss: 0.3226, accuracy: 0.9603 
EPOCH 20 - loss: 0.2354, accuracy: 0.9603 
EPOCH 21 - loss: 0.1888, accuracy: 0.9603 
EPOCH 22 - loss: 0.1834, accuracy: 0.9603 
EPOCH 23 - loss: 0.1943, accuracy: 0.9603 
EPOCH 24 - loss: 0.2021, accuracy: 0.9603 
EPOCH 25 - loss: 0.1972, accuracy: 0.9603 
EPOCH 26 - loss: 0.1877, accuracy: 0.9603 
EPOCH 27 - loss: 0.1763, accuracy: 0.9603 
EPOCH 28 - loss: 0.1729, accuracy: 0.9603 
EPOCH 29 - loss: 0.1703, accuracy: 0.9603 
EPOCH 30 - loss: 0.1707, accuracy: 0.9603 
EPOCH 31 - loss: 0.1709, accuracy: 0.9603 
EPOCH 32 - loss: 0.17, accuracy: 0.9603 
EPOCH 33 - loss: 0.1686, accuracy: 0.9603 
EPOCH 34 - loss: 0.1669, accuracy: 0.9603 
EPOCH 35 - loss: 0.166, accuracy: 0.9603 
EPOCH 36 - loss: 0.1652, accuracy: 0.9603 
EPOCH 37 - loss: 0.1649, accuracy: 0.9603 
EPOCH 38 - loss: 0.1644, accuracy: 0.9603 
EPOCH 39 - loss: 0.1638, accuracy: 0.9603 
EPOCH 40 - loss: 0.1629, accuracy: 0.9603 
EPOCH 41 - loss: 0.1622, accuracy: 0.9603 
EPOCH 42 - loss: 0.1614, accuracy: 0.9603 
EPOCH 43 - loss: 0.1608, accuracy: 0.9603 
EPOCH 44 - loss: 0.1601, accuracy: 0.9603 
EPOCH 45 - loss: 0.1596, accuracy: 0.9603 
EPOCH 46 - loss: 0.1592, accuracy: 0.9603 
EPOCH 47 - loss: 0.1586, accuracy: 0.9603 
EPOCH 48 - loss: 0.158, accuracy: 0.9603 
EPOCH 49 - loss: 0.1574, accuracy: 0.9603 
EPOCH 50 - loss: 0.157, accuracy: 0.9603 
EPOCH 51 - loss: 0.1562, accuracy: 0.9603 
EPOCH 52 - loss: 0.1558, accuracy: 0.9603 
EPOCH 53 - loss: 0.1547, accuracy: 0.9603 
EPOCH 54 - loss: 0.1532, accuracy: 0.9603 
EPOCH 55 - loss: 0.1521, accuracy: 0.9603 
EPOCH 56 - loss: 0.1517, accuracy: 0.9603 
EPOCH 57 - loss: 0.1509, accuracy: 0.9603 
EPOCH 58 - loss: 0.1501, accuracy: 0.9603 
EPOCH 59 - loss: 0.1499, accuracy: 0.9603 
EPOCH 60 - loss: 0.149, accuracy: 0.9603 
EPOCH 61 - loss: 0.1481, accuracy: 0.9603 
EPOCH 62 - loss: 0.1471, accuracy: 0.9603 
EPOCH 63 - loss: 0.1472, accuracy: 0.9603 
EPOCH 64 - loss: 0.1462, accuracy: 0.9603 
EPOCH 65 - loss: 0.1453, accuracy: 0.9603 
EPOCH 66 - loss: 0.145, accuracy: 0.9603 
EPOCH 67 - loss: 0.1441, accuracy: 0.9603 
EPOCH 68 - loss: 0.144, accuracy: 0.9603 
EPOCH 69 - loss: 0.1436, accuracy: 0.9603 
EPOCH 70 - loss: 0.1427, accuracy: 0.9603 
EPOCH 71 - loss: 0.142, accuracy: 0.9603 
EPOCH 72 - loss: 0.1415, accuracy: 0.9603 
EPOCH 73 - loss: 0.1412, accuracy: 0.9603 
EPOCH 74 - loss: 0.1408, accuracy: 0.9603 
EPOCH 75 - loss: 0.1417, accuracy: 0.9603 
EPOCH 76 - loss: 0.1404, accuracy: 0.9603 
EPOCH 77 - loss: 0.1465, accuracy: 0.9603 
EPOCH 78 - loss: 0.1415, accuracy: 0.9603 
EPOCH 79 - loss: 0.1418, accuracy: 0.9603 
EPOCH 80 - loss: 0.1383, accuracy: 0.9603 
EPOCH 81 - loss: 0.1401, accuracy: 0.9603 
EPOCH 82 - loss: 0.141, accuracy: 0.9603 
EPOCH 83 - loss: 0.1437, accuracy: 0.9603 
EPOCH 84 - loss: 0.1437, accuracy: 0.9603 
EPOCH 85 - loss: 0.1434, accuracy: 0.9603 
EPOCH 86 - loss: 0.1431, accuracy: 0.9603 
EPOCH 87 - loss: 0.1428, accuracy: 0.9603 
EPOCH 88 - loss: 0.1419, accuracy: 0.9603 
EPOCH 89 - loss: 0.1411, accuracy: 0.9603 
EPOCH 90 - loss: 0.1393, accuracy: 0.9603 
EPOCH 91 - loss: 0.1349, accuracy: 0.9603 
EPOCH 92 - loss: 0.136, accuracy: 0.9603 
EPOCH 93 - loss: 0.1329, accuracy: 0.9603 
